startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,deal_year,deal_month,sector_clean,round_clean,city_clean,sector_final,sector_clean_old
HyperLoop,FoodTech,Grocery,Delhi,Blume Ventures,Seed,226000,2025-05-22,2025,5,Foodtech,Seed/Angel,Delhi/NCR,Foodtech,Foodtech
NimbusMart,E-commerce,D2C,Delhi,Y Combinator,Pre-Series A,356000,2021-10-25,2021,10,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Housejoy,FinTech,Lending,Gurugram,Mirae Asset,Series C,65156000,2023-04-15,2023,4,Fintech,Series C,Delhi/NCR,Fintech,Fintech
ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,"Kalaari Capital, Mirae Asset",Seed,148000,2022-08-09,2022,8,Foodtech,Seed/Angel,Hyderabad,Foodtech,Foodtech
Freshworks,RealEstate,PropTech,Bengaluru,"Matrix Partners India, Prosus Ventures",Seed,1654000,2025-05-27,2025,5,Proptech,Seed/Angel,Bengaluru,Proptech,Proptech
FreshSolutions,FoodTech,Food Delivery,Mumbai,Bessemer Venture Partners,Series D,290119000,2022-10-21,2022,10,Foodtech,Late Stage,Mumbai,Foodtech,Foodtech
SmartCare,HealthTech,Diagnostics,Noida,"Info Edge, Sequoia Capital India",Bridge,84000,2025-05-22,2025,5,Healthtech,Undisclosed,Delhi/NCR,Healthtech,Healthtech
SmartMart,AgriTech,Smart Farming,Delhi,"Elevation Capital, Matrix Partners India",Pre-Seed,148000,2025-03-26,2025,3,Agritech,Seed/Angel,Delhi/NCR,Agritech,Agritech
QuantumAnalytics,Enterprise,Automation,Gurugram,Tiger Global,Series A,3743000,2022-11-11,2022,11,SaaS/Enterprise,Series A,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
CRED,Logistics,Last Mile,Chennai,Kedaara Capital,Series B,59720000,2024-08-27,2024,8,Logistics,Series B,Chennai,Logistics,Logistics
QuantumSolutions,EdTech,UpSkilling,Pune,"Info Edge, Matrix Partners India, Tiger Global Management",Series B,45929000,2025-06-29,2025,6,Edtech,Series B,Pune,Edtech,Edtech
DataHive,AgriTech,Smart Farming,Bengaluru,"LCatterton, Omidyar Network, Sequoia Capital India",Angel,18000,2020-09-30,2020,9,Agritech,Seed/Angel,Bengaluru,Agritech,Agritech
MediSpace,FoodTech,Grocery,Kolkata,Bessemer Venture Partners,Series C,21255000,2023-01-07,2023,1,Foodtech,Series C,Kolkata,Foodtech,Foodtech
Dunzo,Mobility,Ride Sharing,Kolkata,"Y Combinator, Zodius Capital",Series B,10531000,2021-12-23,2021,12,EV/Cleantech,Series B,Kolkata,EV/Cleantech,EV/Cleantech
EduTech,Retail,Fashion,Bengaluru,Info Edge,Seed,369000,2022-01-28,2022,1,Ecommerce/D2C,Seed/Angel,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
HomeAnalytics,Retail,Grocery,Pune,"Ribbit Capital, Zodius Capital",Seed,517000,2024-07-29,2024,7,Ecommerce/D2C,Seed/Angel,Pune,Ecommerce/D2C,Ecommerce/D2C
HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,"Kedaara Capital, Lightspeed India",Seed,129000,2025-01-26,2025,1,Other,Seed/Angel,Bengaluru,Other,Other
AutoMart,Logistics,Fleet Management,Noida,Prosus Ventures,Series A,1458000,2023-02-04,2023,2,Logistics,Series A,Delhi/NCR,Logistics,Logistics
NoBroker,E-commerce,Grocery,Delhi,Peak XV,Series B,50620000,2020-09-17,2020,9,Ecommerce/D2C,Series B,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
HomeFoods,Media,Content,Gurugram,"Omidyar Network, Prosus Ventures",Series D,482361000,2020-02-17,2020,2,FoodTech,Late Stage,Delhi/NCR,FoodTech,Other
AutoFlow_933,FoodTech,Grocery,Bengaluru,"Kalaari Capital, Zodius Capital",Series D,167749000,2021-10-23,2021,10,Foodtech,Late Stage,Bengaluru,Foodtech,Foodtech
NeoTech,Consumer Electronics,Wearables,Pune,"Elevation Capital, Kalaari Capital, Lightspeed India",Series A,1592000,2020-03-30,2020,3,Other,Series A,Pune,Other,Other
EduMart,FoodTech,Cloud Kitchen,Pune,Tiger Global Management,Seed,137000,2023-03-17,2023,3,Foodtech,Seed/Angel,Pune,Foodtech,Foodtech
Zepto,Media,Content,Mumbai,SoftBank Vision Fund,Angel,5000,2021-02-07,2021,2,Other,Seed/Angel,Mumbai,Other,Other
Byju's,RealEstate,Rental Tech,Mumbai,Omidyar Network,Pre-Seed,164000,2022-06-03,2022,6,Proptech,Seed/Angel,Mumbai,Proptech,Proptech
WorkStack,EdTech,Test Prep,Kolkata,Zodius Capital,Seed,77000,2021-11-28,2021,11,Edtech,Seed/Angel,Kolkata,Edtech,Edtech
FinSpace,Retail,Fashion,Ahmedabad,"Info Edge, Nexus Venture Partners, Tiger Global Management",Series A,4765000,2020-07-14,2020,7,Ecommerce/D2C,Series A,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
GreenMart,Enterprise,Automation,Mumbai,"Omidyar Network, Tiger Global",Series C,42009000,2020-05-06,2020,5,SaaS/Enterprise,Series C,Mumbai,SaaS/Enterprise,SaaS/Enterprise
Paytm,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, Ribbit Capital",Series A,4485000,2021-08-26,2021,8,Ecommerce/D2C,Series A,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
Flipkart,EdTech,Test Prep,Kolkata,"IFC, Ribbit Capital",Pre-Series A,448000,2024-06-16,2024,6,Edtech,Seed/Angel,Kolkata,Edtech,Edtech
BlueSpace,RealEstate,PropTech,Kolkata,Accel,Series A,9459000,2023-04-18,2023,4,Proptech,Series A,Kolkata,Proptech,Proptech
UrbanStack,E-commerce,Grocery,Gurugram,"Falcon Edge, Mirae Asset, Y Combinator",Angel,9000,2020-09-15,2020,9,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Ola,HealthTech,Diagnostics,Delhi,SoftBank Vision Fund,Series C,20605000,2020-05-03,2020,5,Healthtech,Series C,Delhi/NCR,Healthtech,Healthtech
DriveEdge,RealEstate,Home Services,Hyderabad,Nexus Venture Partners,Series A,1449000,2023-01-13,2023,1,Proptech,Series A,Hyderabad,Proptech,Proptech
FreshTech,Logistics,Supply Chain,Bengaluru,"Matrix Partners India, Nexus Venture Partners, Zodius Capital",Series A,11442000,2023-09-08,2023,9,Logistics,Series A,Bengaluru,Logistics,Logistics
Udaan,FoodTech,Food Delivery,Gurugram,Bessemer Venture Partners,Bridge,1256000,2023-08-04,2023,8,Foodtech,Undisclosed,Delhi/NCR,Foodtech,Foodtech
DataHive,Consumer Electronics,Smart Home,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,5042000,2021-11-09,2021,11,Other,Series A,Kolkata,Other,Other
Delhivery,FoodTech,Food Delivery,Delhi,Mirae Asset,Seed,458000,2024-11-29,2024,11,Foodtech,Seed/Angel,Delhi/NCR,Foodtech,Foodtech
Rapido,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,6055000,2021-03-12,2021,3,Proptech,Series A,Delhi/NCR,Proptech,Proptech
FreshBox,FoodTech,Cloud Kitchen,Chennai,Sequoia Capital India,Seed,95000,2020-01-14,2020,1,Foodtech,Seed/Angel,Chennai,Foodtech,Foodtech
Licious,FinTech,NeoBank,Mumbai,Ribbit Capital,Seed,1459000,2022-06-20,2022,6,Fintech,Seed/Angel,Mumbai,Fintech,Fintech
ShareChat,FinTech,Payments,Gurugram,LCatterton,Seed,234000,2020-12-22,2020,12,Fintech,Seed/Angel,Delhi/NCR,Fintech,Fintech
NoBroker,SaaS,DevTools,Delhi,LCatterton,Seed,205000,2020-12-26,2020,12,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
DataAnalytics,HealthTech,Health Analytics,Mumbai,Info Edge,Seed,339000,2021-03-06,2021,3,Healthtech,Seed/Angel,Mumbai,Healthtech,Healthtech
Nykaa,Retail,Grocery,Delhi,IFC,Bridge,59000,2025-06-24,2025,6,Ecommerce/D2C,Undisclosed,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
Byju's,E-commerce,Marketplace,Delhi,Y Combinator,Series C,31376000,2021-01-27,2021,1,Ecommerce/D2C,Series C,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
DriveLoop,EdTech,Test Prep,Ahmedabad,"Elevation Capital, Nexus Venture Partners",Series A,7379000,2024-10-15,2024,10,Edtech,Series A,Ahmedabad,Edtech,Edtech
LogiMart_960,Retail,Grocery,Delhi,"LCatterton, Lightspeed India",Series D,60502000,2025-06-06,2025,6,Ecommerce/D2C,Late Stage,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
HealthRise,Retail,Fashion,Ahmedabad,"Ribbit Capital, Ventures India",Seed,463000,2022-11-07,2022,11,Ecommerce/D2C,Seed/Angel,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
NimbusWorks,Consumer Electronics,Audio,Pune,"Mirae Asset, Peak XV",Series B,9872000,2022-12-12,2022,12,Other,Series B,Pune,Other,Other
FoodFit,Retail,Fashion,Bengaluru,Info Edge,Seed,210000,2025-01-06,2025,1,Ecommerce/D2C,Seed/Angel,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
FinSpace,Logistics,Supply Chain,Chennai,Matrix Partners India,Series A,2185000,2025-03-30,2025,3,Logistics,Series A,Chennai,Logistics,Logistics
WorkFit,E-commerce,D2C,Kolkata,"Falcon Edge, Tiger Global",Series A,2620000,2021-04-16,2021,4,Ecommerce/D2C,Series A,Kolkata,Ecommerce/D2C,Ecommerce/D2C
BlueSpace,Consumer Electronics,Wearables,Chennai,Elevation Capital,Pre-Series A,524000,2022-10-15,2022,10,Other,Seed/Angel,Chennai,Other,Other
GrowthFlow,EdTech,UpSkilling,Mumbai,Zodius Capital,Pre-Series A,198000,2020-06-17,2020,6,Edtech,Seed/Angel,Mumbai,Edtech,Edtech
HealthRise,EdTech,Test Prep,Mumbai,Lightspeed India,Seed,404000,2020-03-19,2020,3,Edtech,Seed/Angel,Mumbai,Edtech,Edtech
FreshBox,Media,Streaming,Hyderabad,Tiger Global Management,Seed,289000,2023-05-22,2023,5,Other,Seed/Angel,Hyderabad,Other,Other
Swiggy,FinTech,WealthTech,Hyderabad,"Peak XV, Zodius Capital",Series C,120661000,2024-05-22,2024,5,Fintech,Series C,Hyderabad,Fintech,Fintech
UrbanStack,Mobility,Ride Sharing,Chennai,"Lightspeed India, Matrix Partners India, Omidyar Network",Seed,1584000,2024-01-21,2024,1,EV/Cleantech,Seed/Angel,Chennai,EV/Cleantech,EV/Cleantech
InMobi,Media,Content,Pune,Info Edge,Series C,145412000,2021-10-03,2021,10,Other,Series C,Pune,Other,Other
SkillRise,Consumer Electronics,Smart Home,Bengaluru,Elevation Capital,Pre-Series A,164000,2023-03-28,2023,3,Other,Seed/Angel,Bengaluru,Other,Other
MediSpace,RealEstate,Home Services,Pune,"Prosus Ventures, Ventures India",Seed,56000,2022-05-21,2022,5,Proptech,Seed/Angel,Pune,Proptech,Proptech
Delhivery,SaaS,B2B SaaS,Ahmedabad,Nexus Venture Partners,Series C,40689000,2025-03-03,2025,3,SaaS/Enterprise,Series C,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
FreshBox,Retail,Fashion,Ahmedabad,"Kalaari Capital, Lightspeed India",Series A,5010000,2022-03-11,2022,3,Ecommerce/D2C,Series A,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
AeroHub,E-commerce,D2C,Ahmedabad,Accel,Bridge,60000,2023-08-01,2023,8,Ecommerce/D2C,Undisclosed,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
Zomato,RealEstate,Rental Tech,Delhi,"Blume Ventures, Mirae Asset",Pre-Seed,63000,2023-11-12,2023,11,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
CRED,FoodTech,Food Delivery,Gurugram,Tiger Global,Seed,452000,2023-09-12,2023,9,Foodtech,Seed/Angel,Delhi/NCR,Foodtech,Foodtech
MediSpace,Enterprise,Security,Chennai,Falcon Edge,Seed,172000,2020-08-14,2020,8,SaaS/Enterprise,Seed/Angel,Chennai,SaaS/Enterprise,SaaS/Enterprise
GrowthCare,FoodTech,Cloud Kitchen,Delhi,"Prosus Ventures, Zodius Capital",Growth,382414000,2021-09-26,2021,9,Foodtech,Late Stage,Delhi/NCR,Foodtech,Foodtech
NextSense,Logistics,Fleet Management,Gurugram,"Elevation Capital, Sequoia Capital India",Series A,1335000,2023-11-03,2023,11,Logistics,Series A,Delhi/NCR,Logistics,Logistics
SmartCare,Enterprise,Security,Ahmedabad,LCatterton,Series C,24513000,2022-12-12,2022,12,SaaS/Enterprise,Series C,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
NeoLabs,AgriTech,Supply Chain,Mumbai,"Y Combinator, Zodius Capital",Seed,734000,2024-12-09,2024,12,Agritech,Seed/Angel,Mumbai,Agritech,Agritech
Delhivery,FoodTech,Grocery,Delhi,"Info Edge, Ventures India",Pre-Series A,313000,2021-01-02,2021,1,Foodtech,Seed/Angel,Delhi/NCR,Foodtech,Foodtech
BlueTech,E-commerce,Fashion,Bengaluru,Elevation Capital,Seed,634000,2024-11-17,2024,11,Ecommerce/D2C,Seed/Angel,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
Cars24,RealEstate,PropTech,Gurugram,"Nexus Venture Partners, Y Combinator",Angel,18000,2022-04-22,2022,4,Proptech,Seed/Angel,Delhi/NCR,Proptech,Proptech
Zomato,Mobility,EV,Chennai,Falcon Edge,Series A,1949000,2021-06-01,2021,6,EV/Cleantech,Series A,Chennai,EV/Cleantech,EV/Cleantech
SmartMart_989,RealEstate,Rental Tech,Kolkata,"IFC, Kalaari Capital",Pre-Series A,659000,2024-03-07,2024,3,Proptech,Seed/Angel,Kolkata,Proptech,Proptech
MediSpace,Media,Social,Pune,"Accel, Info Edge",Series B,45874000,2022-08-08,2022,8,Other,Series B,Pune,Other,Other
HomeMart,Consumer Electronics,Audio,Kolkata,Blume Ventures,Series C,131237000,2024-09-19,2024,9,Other,Series C,Kolkata,Other,Other
PhonePe,AgriTech,Supply Chain,Delhi,"Accel, Kalaari Capital, Ventures India",Seed,136000,2022-12-30,2022,12,Agritech,Seed/Angel,Delhi/NCR,Agritech,Agritech
SkillFlow,SaaS,DevTools,Gurugram,"Falcon Edge, Info Edge, Tiger Global",Series B,25685000,2025-01-02,2025,1,SaaS/Enterprise,Series B,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
Zomato,FoodTech,Grocery,Hyderabad,Tiger Global,Series A,2658000,2023-05-10,2023,5,Foodtech,Series A,Hyderabad,Foodtech,Foodtech
UrbanSolutions,EdTech,UpSkilling,Gurugram,Sequoia Capital India,Seed,70000,2020-02-02,2020,2,Edtech,Seed/Angel,Delhi/NCR,Edtech,Edtech
CloudLabs,E-commerce,Marketplace,Mumbai,"Blume Ventures, Kalaari Capital",Series C,239814000,2024-08-27,2024,8,Ecommerce/D2C,Series C,Mumbai,Ecommerce/D2C,Ecommerce/D2C
AeroStack,SaaS,DevTools,Ahmedabad,"Nexus Venture Partners, Peak XV",Seed,83000,2023-01-14,2023,1,SaaS/Enterprise,Seed/Angel,Ahmedabad,SaaS/Enterprise,SaaS/Enterprise
Meesho,E-commerce,D2C,Pune,"Info Edge, Kalaari Capital, SoftBank Vision Fund",Seed,1665000,2022-04-03,2022,4,Ecommerce/D2C,Seed/Angel,Pune,Ecommerce/D2C,Ecommerce/D2C
Byju's,RealEstate,Home Services,Ahmedabad,Kalaari Capital,Pre-Series A,279000,2020-05-17,2020,5,Proptech,Seed/Angel,Ahmedabad,Proptech,Proptech
Chargebee,E-commerce,Grocery,Ahmedabad,Omidyar Network,Seed,99000,2025-05-18,2025,5,Ecommerce/D2C,Seed/Angel,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
UrbanDrive,Retail,Fashion,Delhi,"IFC, Mirae Asset, SoftBank Vision Fund",Seed,369000,2023-07-25,2023,7,Ecommerce/D2C,Seed/Angel,Delhi/NCR,Ecommerce/D2C,Ecommerce/D2C
WorkStack_1002,AgriTech,Smart Farming,Chennai,Falcon Edge,Series A,10633000,2024-02-28,2024,2,Agritech,Series A,Chennai,Agritech,Agritech
UrbanStack,AgriTech,Supply Chain,Hyderabad,Ribbit Capital,Seed,745000,2022-05-27,2022,5,Agritech,Seed/Angel,Hyderabad,Agritech,Agritech
HealthWorks,Consumer Electronics,Wearables,Gurugram,"Omidyar Network, Peak XV, Sequoia Capital India",Seed,980000,2021-02-22,2021,2,Healthcare,Seed/Angel,Delhi/NCR,Healthcare,Other
Ola,Media,Content,Delhi,Falcon Edge,Seed,568000,2023-08-11,2023,8,Transportation,Seed/Angel,Delhi/NCR,Transportation,Other
SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,246176000,2021-11-09,2021,11,Logistics,Late Stage,Delhi/NCR,Logistics,Logistics
Udaan,RealEstate,PropTech,Gurugram,"Info Edge, SoftBank Vision Fund",Series A,9971000,2022-02-20,2022,2,Proptech,Series A,Delhi/NCR,Proptech,Proptech
MediHive_1008,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,126000,2020-10-16,2020,10,Other,Seed/Angel,Delhi/NCR,Other,Other
NoBroker,AgriTech,Marketplace,Gurugram,"Kedaara Capital, SoftBank Vision Fund",Seed,304000,2020-06-09,2020,6,Agritech,Seed/Angel,Delhi/NCR,Agritech,Agritech
BlueRise,HealthTech,Diagnostics,Hyderabad,"IFC, Lightspeed India, Mirae Asset",Seed,113000,2022-07-07,2022,7,Healthtech,Seed/Angel,Hyderabad,Healthtech,Healthtech
ShareChat,FoodTech,Food Delivery,Delhi,"Info Edge, Omidyar Network",Series A,14507000,2022-05-15,2022,5,Foodtech,Series A,Delhi/NCR,Foodtech,Foodtech
HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,257828000,2022-05-25,2022,5,Ecommerce/D2C,Series C,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
Delhivery,AgriTech,Marketplace,Delhi,Y Combinator,Series A,1113000,2020-12-25,2020,12,Agritech,Series A,Delhi/NCR,Agritech,Agritech
BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,6758000,2022-09-11,2022,9,Other,Series A,Chennai,Other,Other
CoreSpace,EdTech,Test Prep,Bengaluru,"Kalaari Capital, Y Combinator",Growth,574676000,2024-02-04,2024,2,Edtech,Late Stage,Bengaluru,Edtech,Edtech
AutoMart,SaaS,MarTech,Kolkata,Kalaari Capital,Seed,97000,2023-04-19,2023,4,SaaS/Enterprise,Seed/Angel,Kolkata,SaaS/Enterprise,SaaS/Enterprise
GrowthConnect,E-commerce,Fashion,Ahmedabad,"Bessemer Venture Partners, Peak XV",Seed,406000,2024-04-11,2024,4,Ecommerce/D2C,Seed/Angel,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
NextFlow,Consumer Electronics,Smart Home,Pune,"Peak XV, Ventures India",Series B,63289000,2023-08-26,2023,8,Other,Series B,Pune,Other,Other
HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,5493000,2023-08-14,2023,8,SaaS/Enterprise,Series B,Bengaluru,SaaS/Enterprise,SaaS/Enterprise
AutoFlow,HealthTech,Pharmacy,Gurugram,"Bessemer Venture Partners, Sequoia Capital India, Zodius Capital",Series A,6610000,2025-05-03,2025,5,Healthtech,Series A,Delhi/NCR,Healthtech,Healthtech
AeroHub,AgriTech,Supply Chain,Noida,"Blume Ventures, Info Edge",Angel,12000,2024-11-29,2024,11,Agritech,Seed/Angel,Delhi/NCR,Agritech,Agritech
Oyo,Mobility,Micro Mobility,Chennai,"Peak XV, Ventures India",Series A,12223000,2024-02-12,2024,2,EV/Cleantech,Series A,Chennai,EV/Cleantech,EV/Cleantech
Unacademy,E-commerce,Grocery,Pune,"Kedaara Capital, Lightspeed India, Ventures India",Series C,277385000,2021-07-04,2021,7,Ecommerce/D2C,Series C,Pune,Ecommerce/D2C,Ecommerce/D2C
MediHive,Enterprise,Security,Bengaluru,"Elevation Capital, Kalaari Capital",Seed,1628000,2024-05-03,2024,5,SaaS/Enterprise,Seed/Angel,Bengaluru,SaaS/Enterprise,SaaS/Enterprise
Paytm,HealthTech,Diagnostics,Pune,Mirae Asset,Seed,288000,2020-10-02,2020,10,Healthtech,Seed/Angel,Pune,Healthtech,Healthtech
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,"Blume Ventures, Matrix Partners India, Ventures India",Seed,1202000,2020-04-30,2020,4,Other,Seed/Angel,Delhi/NCR,Other,Other
Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,1127000,2023-07-27,2023,7,Other,Seed/Angel,Ahmedabad,Other,Other
WorkFit,Logistics,Last Mile,Pune,"Mirae Asset, Ventures India",Pre-Seed,42000,2021-04-25,2021,4,Logistics,Seed/Angel,Pune,Logistics,Logistics
MediSpace_1029,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,188760000,2020-03-26,2020,3,Ecommerce/D2C,Series C,Ahmedabad,Ecommerce/D2C,Ecommerce/D2C
MediHive,Mobility,EV,Kolkata,"Info Edge, Y Combinator",Series A,1105000,2021-11-21,2021,11,EV/Cleantech,Series A,Kolkata,EV/Cleantech,EV/Cleantech
DataHive,Enterprise,Analytics,Pune,"Tiger Global, Y Combinator",Series B,26119000,2022-02-14,2022,2,SaaS/Enterprise,Series B,Pune,SaaS/Enterprise,SaaS/Enterprise
FreshBox,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,9461000,2024-12-23,2024,12,Fintech,Series B,Chennai,Fintech,Fintech
NeoTech,Logistics,Fleet Management,Gurugram,"Kalaari Capital, Mirae Asset, Prosus Ventures",Pre-Series A,132000,2023-06-20,2023,6,Logistics,Seed/Angel,Delhi/NCR,Logistics,Logistics
FinFoods_1034,RealEstate,Home Services,Bengaluru,Tiger Global Management,Series B,6189000,2024-11-23,2024,11,Proptech,Series B,Bengaluru,Proptech,Proptech
NeoSense,EdTech,Coding Bootcamp,Chennai,Y Combinator,Series B,34466000,2024-06-14,2024,6,Edtech,Series B,Chennai,Edtech,Edtech
FarmBox,Enterprise,Automation,Mumbai,"Lightspeed India, Nexus Venture Partners",Series B,12830000,2021-08-24,2021,8,SaaS/Enterprise,Series B,Mumbai,SaaS/Enterprise,SaaS/Enterprise
ClearDekho,FinTech,Lending,Kolkata,"Mirae Asset, Tiger Global Management",Series C,142371000,2021-09-09,2021,9,Fintech,Series C,Kolkata,Fintech,Fintech
EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,64000,2021-03-09,2021,3,Other,Seed/Angel,Delhi/NCR,Other,Other
Unacademy,E-commerce,Fashion,Bengaluru,LCatterton,Seed,160000,2025-03-17,2025,3,Ecommerce/D2C,Seed/Angel,Bengaluru,Ecommerce/D2C,Ecommerce/D2C
QuantumSolutions,Logistics,Fleet Management,Kolkata,Prosus Ventures,Bridge,366000,2023-10-05,2023,10,Logistics,Undisclosed,Kolkata,Logistics,Logistics
NeoLabs,Media,Content,Gurugram,"SoftBank Vision Fund, Tiger Global",Angel,53000,2024-04-18,2024,4,Transportation,Seed/Angel,Delhi/NCR,Transportation,Other
QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,47415000,2021-04-02,2021,4,Ecommerce/D2C,Series C,Chennai,Ecommerce/D2C,Ecommerce/D2C
Unacademy,E-commerce,Quick Commerce,Pune,Ventures India,Series B,28354000,2025-04-03,2025,4,Ecommerce/D2C,Series B,Pune,Ecommerce/D2C,Ecommerce/D2C
Porter,AgriTech,Smart Farming,Delhi,"A91 Partners, Sequoia Capital India",Series D,384546000,2025-05-07,2025,5,Agritech,Late Stage,Delhi/NCR,Agritech,Agritech
HealthWorks,EdTech,Coding Bootcamp,Chennai,"Nexus Venture Partners, Peak XV, Prosus Ventures",Seed,485000,2022-01-17,2022,1,Edtech,Seed/Angel,Chennai,Edtech,Edtech
HomeAnalytics,FinTech,NeoBank,Kolkata,Zodius Capital,Seed,118000,2024-07-29,2024,7,Fintech,Seed/Angel,Kolkata,Fintech,Fintech
Chargebee,RealEstate,Home Services,Delhi,"Bessemer Venture Partners, Kedaara Capital, Prosus Ventures",Series A,1068000,2020-10-25,2020,10,Proptech,Series A,Delhi/NCR,Proptech,Proptech
FoodLoop,Media,Social,Hyderabad,"Mirae Asset, Zodius Capital",Debt,22303000,2023-12-17,2023,12,FoodTech,Debt,Hyderabad,FoodTech,Other
NimbusLabs,FoodTech,Cloud Kitchen,Pune,IFC,Seed,54000,2024-01-07,2024,1,Foodtech,Seed/Angel,Pune,Foodtech,Foodtech
Zepto,Media,Streaming,Bengaluru,IFC,Angel,69000,2024-05-08,2024,5,Other,Seed/Angel,Bengaluru,Other,Other
DriveFit,Enterprise,Automation,Delhi,"Prosus Ventures, SoftBank Vision Fund",Debt,2677000,2023-01-27,2023,1,SaaS/Enterprise,Debt,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
NextFlow,FoodTech,Cloud Kitchen,Noida,"A91 Partners, Kedaara Capital, LCatterton",Series B,67565000,2021-08-01,2021,8,Foodtech,Series B,Delhi/NCR,Foodtech,Foodtech
Wakefit,HealthTech,Pharmacy,Ahmedabad,"Elevation Capital, Omidyar Network, Prosus Ventures",Growth,411602000,2020-04-20,2020,4,Healthtech,Late Stage,Ahmedabad,Healthtech,Healthtech
Ola,Media,Content,Hyderabad,Bessemer Venture Partners,Angel,99000,2021-03-05,2021,3,Transportation,Seed/Angel,Hyderabad,Transportation,Other
BlueRise,FinTech,WealthTech,Ahmedabad,Y Combinator,Seed,182000,2024-05-27,2024,5,Fintech,Seed/Angel,Ahmedabad,Fintech,Fintech
DriveLoop,HealthTech,Telemedicine,Mumbai,Peak XV,Pre-Series A,585000,2022-08-28,2022,8,Healthtech,Seed/Angel,Mumbai,Healthtech,Healthtech
Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,2970000,2025-06-09,2025,6,EV/Cleantech,Series A,Pune,EV/Cleantech,EV/Cleantech
CoreConnect,E-commerce,Marketplace,Chennai,"Peak XV, Ribbit Capital",Series A,3668000,2023-11-09,2023,11,Ecommerce/D2C,Series A,Chennai,Ecommerce/D2C,Ecommerce/D2C
UrbanSolutions,Retail,Fashion,Mumbai,"Info Edge, Ribbit Capital, Y Combinator",Series C,109404000,2024-11-06,2024,11,Ecommerce/D2C,Series C,Mumbai,Ecommerce/D2C,Ecommerce/D2C
MediSpace,E-commerce,Quick Commerce,Kolkata,"Lightspeed India, Omidyar Network",Series B,56361000,2025-02-03,2025,2,Ecommerce/D2C,Series B,Kolkata,Ecommerce/D2C,Ecommerce/D2C
GrowthCare,Media,Social,Ahmedabad,"Elevation Capital, Kedaara Capital, Nexus Venture Partners",Seed,1886000,2022-09-18,2022,9,Other,Seed/Angel,Ahmedabad,Other,Other
NeoSense_1062,Enterprise,Automation,Delhi,Kalaari Capital,Pre-Series A,587000,2023-12-06,2023,12,SaaS/Enterprise,Seed/Angel,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
NeoLabs_1063,Enterprise,Automation,Noida,"Nexus Venture Partners, Tiger Global Management, Ventures India",Series B,15923000,2024-06-06,2024,6,SaaS/Enterprise,Series B,Delhi/NCR,SaaS/Enterprise,SaaS/Enterprise
Housejoy,HealthTech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,3130000,2024-06-27,2024,6,Healthtech,Series A,Bengaluru,Healthtech,Healthtech
